AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,MDat_V_0039,"<0E:0009:0000:0600><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, jij drukt op <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>
om te springen.<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>! Press the <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF> Button<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
to jump.<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Et <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF> <0E:0000:0003:373737FF><0E:0000:0003:373737FF>pour sauter.<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, du springst mit <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, salta
con <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, tú saltas con <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>! Zıplamak için <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF> düğmesine<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
bas.<0E:0002:0000:0A00><0E:0000:0003:373737FF>"
,MDat_V_008A,"<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, druk op <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>
om te springen.<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, press the <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF> Button<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
to jump.<0E:0002:0000:0A00><0E:0000:0003:373737FF>",<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF> doit utiliser <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> pour sauter.<0E:0002:0000:0A00><0E:0000:0003:373737FF>,"<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, du springst mit <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, salta
con <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0000:0A00><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0001:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, tú saltas con <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0000:3200><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, zıplamak için <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF> düğmesine<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
bas.<0E:0002:0000:0A00><0E:0000:0003:373737FF>"
,MDat_V_008B,"<0E:0009:0000:0600>Oké, en nu...<0E:0002:0001:>",<0E:0009:0000:0600>OK! Next!<0E:0002:0001:>,<0E:0009:0000:0600>Très bien.<0E:0002:0001:>,<0E:0009:0000:0600>Gut! Nächster Punkt!<0E:0002:0001:>,<0E:0009:0000:0600>Tutto a posto? Andiamo avanti...<0E:0002:0001:>,<0E:0009:0000:0600><0E:0001:0004:>Está bien...<0E:0002:0001:>,<0E:0009:0000:0600>Tamam! Sıradaki!<0E:0002:0001:>
,MDat_V_008C,"<0E:0009:0000:0600>Dat was verschrikkelijk.<0E:0002:0001:><0E:0000:0004:>Probeer het nog eens, jongens.<0E:0002:0000:5A00>","<0E:0009:0000:0600>That was plumb awful.<0E:0002:0001:><0E:0000:0004:>Try again, young fellers.<0E:0002:0000:5A00>",<0E:0009:0000:0600>Encore une fois !<0E:0002:0000:5A00>,<0E:0009:0000:0600>Noch einmal!<0E:0002:0000:5A00>,"<0E:0009:0000:0600>Pessimo, mi spiace.<0E:0002:0001:><0E:0000:0004:>Riprovaci, forza.<0E:0002:0000:5A00>",<0E:0009:0000:0600>Uy... ¡qué mal!<0E:0002:0001:><0E:0000:0004:>Vuelve a intentarlo.<0E:0002:0000:5A00>,"<0E:0009:0000:0600>Berbatın da berbatıydı.<0E:0002:0001:><0E:0000:0004:>Hadi bir daha, delikanlılar.<0E:0002:0000:5A00>"
,MDat_V_008D,"<0E:0009:0000:0600>Goed gedaan, jongen.<0E:0002:0001:>","<0E:0009:0000:0600>Well done, son.<0E:0002:0001:>",<0E:0009:0000:0600>Bien joué !<0E:0002:0001:>,<0E:0009:0000:0600>Gut gemacht!<0E:0002:0001:>,"<0E:0009:0000:0600>Ben fatto, figliolo.<0E:0002:0001:>",<0E:0009:0000:0600>Ha salido muy bien.<0E:0002:0001:>,<0E:0009:0000:0600>Aferin evlat.<0E:0002:0001:>
,MDat_V_008E,"<0E:0009:0000:0600>Goed zo, jongen.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, zorg dat je op <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi
<0E:0000:0003:373737FF><0E:0000:0003:373737FF>blijft schijnen. Anders is
die arme jongen stekeblind.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Well done, son.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, use that there light
to light up <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>. If you don't,
<0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF> will be stone blind!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Voilà, c'est ça !<0E:0002:0001:>","<0E:0009:0000:0600><0E:0001:0004:>Nicht vergessen!<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, du musst
<0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF> beleuchten, sonst
sieht <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF> gar nichts.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Ben fatto, figliolo.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, sai che <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
non può vedere nulla... Puoi
aiutarlo in qualche modo?<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0001:0004:>Así, así.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, tienes que alumbrar
a <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF> o no podrá
ver nada.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Aferin evlat.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, şu ışıkla
<0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>'nin önünü aydınlat. Yoksa
<0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF> önünü bile göremez!<0E:0002:0001:><0E:0000:0003:373737FF>"
,MDat_V_008F,"<0E:0009:0000:0600>Ho ho, even wachten...<0E:0002:0001:><0E:0000:0004:>Je ziet geen hand voor
ogen hier.<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>! Hier heb je een
lampje, knul. Druk op <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF>
<0E:0000:0003:373737FF><0E:0000:0003:373737FF>om het te gebruiken.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Whoa now! Before you do...<0E:0002:0001:><0E:0000:0004:>Nobody can see a goldurn
thing like this...<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>! Take this light,
young feller. Press that
there <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF> Button <0E:0000:0003:373737FF><0E:0000:0003:373737FF>to use it.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Avant toute chose...<0E:0002:0001:><0E:0000:0004:>Comme on ne voit rien du tout
là-dedans...<0E:0000:0003:373737FF><0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario <0E:0000:0003:373737FF>! Prends cette lampe.
Utilise <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF> <0E:0000:0003:373737FF><0E:0000:0003:373737FF>pour l'allumer !<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Aber zunächst...<0E:0002:0001:><0E:0000:0004:>Es ist hier drin
ziemlich dunkel,
oder nicht?<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>! Mit <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF> schaltest
du das Licht an!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0001:0004:>Ma prima...<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>In questo modo
non si vede niente...<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>! Prendi questo!
Prova a premere <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0001:0004:>Pero antes de nada...<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, así no se ve nada.
¿Por qué no enciendes la linterna?<0E:0002:0001:><0E:0000:0004:>Para encenderla, pulsa <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF><0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Hop hele! Önce şunu halledelim...<0E:0002:0001:><0E:0000:0004:>Bu karanlıkta göz gözü
görmüyor...<0E:0002:0001:><0E:0000:0004:><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>! Al şu feneri,
evlat. Kullanmak için şu
<0E:0000:0003:373737FF><0E:0000:0003:FF4343FF> düğmesine <0E:0000:0003:373737FF><0E:0000:0003:373737FF>bas.<0E:0002:0001:><0E:0000:0003:373737FF>"
,MDat_V_003A,"<0E:0009:0000:0600>Niet jij, vlegel!<0E:0002:0000:1E00>","<0E:0009:0000:0600>Not YOU, whippersnapper!<0E:0002:0000:1E00>",<0E:0009:0000:0600>Ce n'est pas ton tour !<0E:0002:0000:1E00>,"<0E:0009:0000:0600>Du nicht, du Nase!<0E:0002:0000:1E00>",<0E:0009:0000:0600>Non tu!!!<0E:0002:0000:0A00>,<0E:0009:0000:0600><0E:0001:0004:>¡TÚ NO!<0E:0002:0000:0A00>,"<0E:0009:0000:0600>Sen değil, ufaklık!<0E:0002:0000:1E00>"
,MDat_V_003B,"<0E:0009:0000:0600><0E:0001:0004:>...ga ik jullie laten zien
hoe je <0E:0000:0003:2C64FFFF>diamanten <0E:0000:0003:373737FF><0E:0000:0003:373737FF>verzamelt.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:><0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Diamanten<0E:0000:0003:373737FF><0E:0000:0003:373737FF> zijn hele mooie dingen.
Als je er een ziet, pak 'm dan!<0E:0002:0001:><0E:0000:0004:>En hoe doe je dat dan?
Dat is heeeeel simpel. Raak
een <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>diamant<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, en hij is van jou.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0001:0004:>Next, I'll teach you gents how to
get yourselves <0E:0000:0003:2C64FFFF>diamonds<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:><0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Diamonds<0E:0000:0003:373737FF><0E:0000:0003:373737FF> are right important things.
If you see any, go on and get 'em!<0E:0002:0001:><0E:0000:0004:>Now, as for how you go about
doin' that, it's reeeeeeal simple.
Touch a <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>diamond<0E:0000:0003:373737FF><0E:0000:0003:373737FF> and it's yours.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Ensuite, il faut apprendre à
attraper les diamants.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Les <0E:0000:0003:2C64FFFF>diamants<0E:0000:0003:373737FF><0E:0000:0003:373737FF> sont d'une
valeur inestimable. Si vous en 
voyez, essayez de les prendre !<0E:0002:0001:><0E:0000:0004:>Pour les attraper, c'est très simple.
Touchez le <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>diamant<0E:0000:0003:373737FF><0E:0000:0003:373737FF> et il est à vous.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0001:0004:>Als Nächstes lernt ihr,
wie man <0E:0000:0003:2C64FFFF>Edelsteine<0E:0000:0003:373737FF><0E:0000:0003:373737FF> sammelt!<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:><0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Edelsteine<0E:0000:0003:373737FF><0E:0000:0003:373737FF> kann
man immer brauchen,
also nehmt, soviel ihr könnt!<0E:0002:0001:><0E:0000:0004:>Es ist eigentlich ganz
einfach, ihr müsst die
<0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Edelsteine<0E:0000:0003:373737FF><0E:0000:0003:373737FF> nur berühren.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0001:0004:>Ora vi insegno come
 raccogliere <0E:0000:0003:2C64FFFF>diamanti<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Poiché i <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>diamanti<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
sono molto preziosi, se li trovate
dovete assolutamente prenderli.<0E:0002:0001:><0E:0000:0004:>Come fare non è un problema!
Basta che riusciate 
a toccare i <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>diamanti<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0001:0004:>Os voy a enseñar cómo
conseguir los <0E:0000:0003:2C64FFFF>diamantes<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:>Los <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>diamantes<0E:0000:0003:373737FF><0E:0000:0003:373737FF> son muy
importantes, así que, si veis alguno,
no dudéis en cogerlo.<0E:0002:0001:><0E:0000:0004:>Es muy fácil: no tenéis más
que tocarlos y los conseguiréis.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0001:0004:>Sırada siz beylere nasıl
<0E:0000:0003:2C64FFFF>elmas<0E:0000:0003:373737FF><0E:0000:0003:373737FF> toplanır, onu öğreteceğim.<0E:0002:0001:><0E:0000:0004:><0E:0001:0004:><0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Elmaslar<0E:0000:0003:373737FF><0E:0000:0003:373737FF> pek mühim şeylerdir.
Gördünüz mü, kaçırmayın!<0E:0002:0001:><0E:0000:0004:>Nasıl mı alacaksınız?
Çoooook basit. Bir <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>elmasa<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
dokundunuz mu, sizindir.<0E:0002:0001:><0E:0000:0003:373737FF>"
,MDat_V_003C,"<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, pak jij de <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF>rode<0E:0000:0003:373737FF><0E:0000:0003:373737FF> diamanten.
<0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, pak jij de <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>groene<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.
Je moet er wel voor springen!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, you get them <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF>red<0E:0000:0003:373737FF><0E:0000:0003:373737FF> diamonds.
<0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, you go for them <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>green<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
ones. You got to jump to get 'em!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF> doit prendre les
<0E:0000:0003:373737FF>diamants <0E:0000:0003:FF4343FF>rouges<0E:0000:0003:373737FF> 
et <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, 
<0E:0000:0003:373737FF>les <0E:0000:0003:00BB27FF>verts<0E:0000:0003:373737FF> en sautant.<0E:0002:0001:>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF> sammelt <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF>rote<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
und <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF> sammelt <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>grüne<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
<0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Edelsteine<0E:0000:0003:373737FF><0E:0000:0003:373737FF>. Ihr müsst nur springen!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Saltando, prendete i diamanti:
<0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF> quelli <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF>rossi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>,
<0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF> quelli <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>verdi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Tú, <0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, tienes que conseguir
los <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>diamantes<0E:0000:0003:373737FF><0E:0000:0003:373737FF> <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF>rojos<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.
Y tú, <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, los <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>verdes<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:FF4343FF>Mario<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, sen <0E:0000:0003:373737FF><0E:0000:0003:FF4343FF>kırmızı<0E:0000:0003:373737FF><0E:0000:0003:373737FF> elmasları kap.
<0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, sen de <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>yeşil<0E:0000:0003:373737FF><0E:0000:0003:373737FF>
olanları. Almak için zıplayacaksınız!<0E:0002:0001:><0E:0000:0003:373737FF>"
,MDat_V_0052,"<0E:0009:0000:0600>Hrmm!<0E:0002:0000:1E00> Hrmm!<0E:0002:0000:1E00> Ik ben
Bink. Aangenaam!<0E:0002:0001:>","<0E:0009:0000:0600>Hrmm!<0E:0002:0000:1E00> Hrmm!<0E:0002:0000:1E00>
I am Bink! Nice to meet you!<0E:0002:0001:>","<0E:0009:0000:0600>Foungua !<0E:0002:0000:1E00> Foungua !<0E:0002:0000:1E00>
Je m'appelle Binquie. Enchanté ! <0E:0002:0001:>","<0E:0009:0000:0600>Hurga!<0E:0002:0000:1E00> Hurga!<0E:0002:0000:1E00>
Ich Bohno! Wer ihr?!?<0E:0002:0001:>","<0E:0009:0000:0600>Uhm...<0E:0002:0000:1E00> Uhm...<0E:0002:0000:1E00>
Sono Binki, piacere!<0E:0002:0001:>","<0E:0009:0000:0600>Hunga.<0E:0002:0000:1E00> Hunga.<0E:0002:0000:1E00>
Soy Vendy.<0E:0002:0001:>","<0E:0009:0000:0600>Hımm!<0E:0002:0000:1E00> Hımm!<0E:0002:0000:1E00>
Ben Bink! Tanıştığımıza memnun oldum!<0E:0002:0001:>"
,MDat_V_003D,"<0E:0009:0000:0600>Jouw beurt, <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>. Probeer
die <0E:0000:0003:2C64FFFF>diamant <0E:0000:0003:373737FF>te pakken.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>OK, your turn now, <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.
Try to grab that <0E:0000:0003:2C64FFFF>diamond<0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Au tour de <0E:0000:0003:00BB27FF>Luigi <0E:0000:0003:373737FF><0E:0000:0003:373737FF>!
Essaye d'attraper les diamants !<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Also, <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>! Spring und
schnapp dir die <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>Edelsteine<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600><0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>, tocca a te!
Prova a prendere i <0E:0000:0003:373737FF><0E:0000:0003:00BB27FF>diamanti<0E:0000:0003:373737FF><0E:0000:0003:373737FF>!<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Ahora tú, <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>. Intenta
conseguir algún <0E:0000:0003:373737FF><0E:0000:0003:2C64FFFF>diamante<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.<0E:0002:0001:><0E:0000:0003:373737FF>","<0E:0009:0000:0600>Tamam, şimdi sıra sende, <0E:0000:0003:00BB27FF>Luigi<0E:0000:0003:373737FF><0E:0000:0003:373737FF>.
Şu <0E:0000:0003:2C64FFFF>elması<0E:0000:0003:373737FF> kapmayı dene.<0E:0002:0001:><0E:0000:0003:373737FF>"
