AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,amiibo_sys_err_20,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Er is een fout opgetreden bij het schrijven
naar de amiibo. Probeer het opnieuw.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Mogelijk zijn de gegevens op deze amiibo
beschadigd.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>An error occurred while writing
to the amiibo. Please try again.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>It is possible that the data on
this amiibo is corrupted.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Une erreur est survenue lors de l'écriture
de données amiibo. Réessayez.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Les données de l'amiibo sont peut-être corrompues.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Während des Speicherns der amiibo-Daten ist ein
Fehler aufgetreten. Bitte versuche es erneut.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Möglicherweise sind die amiibo-Daten fehlerhaft.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Si è verificato un errore durante
la scrittura dei dati nell'amiibo.
Riprova.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>I dati contenuti nell'amiibo
potrebbero essere danneggiati.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Se ha producido un error al escribir
los datos del amiibo. Inténtalo de nuevo.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Es posible que los datos del amiibo estén dañados.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>amiibo üzerine yazılırken
bir hata oluştu. Lütfen yeniden dene.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Bu amiibo üzerindeki veriler
bozulmuş olabilir.<0E:0002:0001:>"
,amiibo_sys_err_21,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Dit is geen amiibo!
Houd het niet meer tegen de <0E:0000:0003:4ED4FFFF>NFC-sensor <0E:0000:0003:E6E6E6FF>van
de NFC-lezer/-schrijver voor Nintendo 3DS aan.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>This is not an amiibo!
Please remove it from the <0E:0000:0003:4ED4FFFF>NFC area<0E:0000:0003:E6E6E6FF> on
the Nintendo 3DS NFC Reader/Writer.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>L'objet détecté n'est pas un amiibo.
Retirez-le de la <0E:0000:0003:4ED4FFFF>zone NFC <0E:0000:0003:E6E6E6FF>du
lecteur/enregistreur NFC Nintendo 3DS.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Dies ist kein amiibo.
Bitte entferne das amiibo vom <0E:0000:0003:4ED4FFFF>NFC-Feld<0E:0000:0003:E6E6E6FF> des
Nintendo 3DS-NFC-Lese-/Schreibgerätes.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Questo non è un amiibo. Rimuovilo
dall'<0E:0000:0003:4ED4FFFF>area NFC<0E:0000:0003:E6E6E6FF> del lettore/scrittore
NFC per Nintendo 3DS.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Este objeto no es un amiibo.
Retíralo del <0E:0000:0003:4ED4FFFF>área NFC<0E:0000:0003:E6E6E6FF> del
lector/grabador de NFC.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Bu bir amiibo değil!
Lütfen nesneyi Nintendo 3DS NFC Okuyucu/Yazıcının
<0E:0000:0003:4ED4FFFF>NFC alanından<0E:0000:0003:E6E6E6FF> kaldır.<0E:0002:0001:>"
,amiibo_sys_err_23,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>De gegevens zullen hersteld worden.
Houd de amiibo tegen de <0E:0000:0003:4ED4FFFF>NFC-sensor <0E:0000:0003:E6E6E6FF>aan.
(Druk op <0E:0000:0003:4ED4FFFF> <0E:0000:0003:E6E6E6FF>om te annuleren.)","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>The amiibo data will be restored.
Please hold the amiibo to the <0E:0000:0003:4ED4FFFF>NFC area<0E:0000:0003:E6E6E6FF>.
(Press the <0E:0000:0003:4ED4FFFF> <0E:0000:0003:E6E6E6FF>Button to cancel.)","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Placez l'amiibo sur la <0E:0000:0003:4ED4FFFF>zone NFC<0E:0000:0003:E6E6E6FF> pour tenter
de restaurer les données de l'amiibo, ou
appuyez sur <0E:0000:0003:4ED4FFFF> <0E:0000:0003:E6E6E6FF>pour quitter.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Die amiibo-Daten werden nun wiederhergestellt.
Halte das amiibo auf das <0E:0000:0003:4ED4FFFF>NFC-Feld<0E:0000:0003:E6E6E6FF>
oder drücke <0E:0000:0003:4ED4FFFF><0E:0000:0003:E6E6E6FF>, um den Vorgang abzubrechen.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>I dati dell'amiibo verranno recuperati.
Posiziona l'amiibo sull'<0E:0000:0003:4ED4FFFF>area NFC<0E:0000:0003:E6E6E6FF>.
Premi <0E:0000:0003:4ED4FFFF> <0E:0000:0003:E6E6E6FF>per annullare.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Se van a restaurar los datos del amiibo.
Acerca el amiibo al <0E:0000:0003:4ED4FFFF>área NFC<0E:0000:0003:E6E6E6FF>
o pulsa <0E:0000:0003:4ED4FFFF><0E:0000:0003:E6E6E6FF> para cancelar.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>amiibo verileri geri yüklenecek.
Lütfen amiibo'yu <0E:0000:0003:4ED4FFFF>NFC alanına<0E:0000:0003:E6E6E6FF> tut.
(İptal etmek için <0E:0000:0003:4ED4FFFF> <0E:0000:0003:E6E6E6FF>düğmesine bas.)"
,amiibo_sys_err_24,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Dit is niet de juiste amiibo.
Houd de amiibo niet meer tegen de <0E:0000:0003:4ED4FFFF>NFC-sensor <0E:0000:0003:E6E6E6FF>aan.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>This is not the correct amiibo.
Please remove it from the <0E:0000:0003:4ED4FFFF>NFC area<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Ce n'est pas le bon amiibo.
Retirez-le de la <0E:0000:0003:4ED4FFFF>zone NFC<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Dies ist nicht das korrekte amiibo.
Bitte entferne das amiibo vom <0E:0000:0003:4ED4FFFF>NFC-Feld<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Questo non è l'amiibo giusto.
Rimuovilo dall'<0E:0000:0003:4ED4FFFF>area NFC<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Este no es el amiibo correcto.
Retíralo del <0E:0000:0003:4ED4FFFF>área NFC<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Bu doğru amiibo değil.
Lütfen amiibo'yu <0E:0000:0003:4ED4FFFF>NFC alanından<0E:0000:0003:E6E6E6FF> kaldır."
,menu_save_err_01,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Deze opgeslagen gegevens zijn beschadigd.
Wil je de gegevens wissen?<0E:0002:0000:0A00>
<0E:0001:0001:><0E:0004:0001:>Nee<0E:0006:0000:2000><0E:0004:0001:>Ja<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>This save data is corrupted.
Initialize save data?<0E:0002:0000:0A00>
<0E:0001:0001:><0E:0004:0001:>No<0E:0006:0000:2000><0E:0004:0001:>Yes<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Les données de sauvegarde sont corrompues
et vont être réinitialisées. Continuer ?<0E:0002:0000:0A00>
<0E:0001:0001:><0E:0004:0001:>Non <0E:0006:0000:2000><0E:0004:0001:> Oui<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Die Speicherdaten sind fehlerhaft
und müssen neu erstellt werden.
Möchtest du fortfahren?<0E:0002:0000:0A00>
<0E:0001:0001:><0E:0004:0001:>Nein.<0E:0006:0000:2000><0E:0004:0001:>Ja.<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>I dati di salvataggio sono danneggiati.
Vuoi crearne di nuovi?<0E:0002:0000:0A00>
<0E:0001:0001:><0E:0004:0001:>No<0E:0006:0000:2000><0E:0004:0001:>Sì<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0001:0004:><0E:0001:0001:><0E:0005:0000:>Los datos de guardado están dañados.
<0E:0001:0001:>¿Quieres formatearlos?<0E:0002:0000:0A00>
<0E:0001:0001:><0E:0004:0001:> No<0E:0006:0000:2000><0E:0004:0001:> Sí<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Bu kayıt verileri bozulmuş.
Kayıt verileri sıfırlansın mı?<0E:0002:0000:0A00>
<0E:0001:0001:><0E:0004:0001:>Hayır<0E:0006:0000:2000><0E:0004:0001:>Evet<0E:0002:0000:0A00>"
,menu_save_err_02,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Bezig de opgeslagen gegevens te wissen...
Een moment geduld.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Initializing save data.
Please wait...","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Réinitialisation des données de sauvegarde.
Veuillez patienter.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Neue Speicherdaten werden erstellt...
Bitte warten.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Creazione dei nuovi dati di salvataggio in corso...
Attendi.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Formateando los datos de guardado...
<0E:0001:0001:>Espera unos instantes.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Kayıt verileri sıfırlanıyor.
Lütfen bekle..."
,menu_save_err_03,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Druk op  om terug te gaan naar het HOME-menu.,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Press  to return to the HOME Menu.,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Appuyez sur  pour retourner au menu HOME.,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Drücke , um zum HOME-Menü zurückzukehren.",<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Premi  per tornare al menu HOME.,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Pulsa  para volver al menú HOME.,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>HOME Menüsüne dönmek için  düğmesine bas.
,menu_save_err_04,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>De Game Card is verwijderd.
Druk op  om terug te gaan naar het HOME-menu.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>The Game Card has been removed.
Press  to return to the HOME Menu.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>La carte de jeu a été retirée.
Appuyez sur  pour retourner au menu HOME.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Die Karte wurde entfernt.
Drücke , um zum HOME-Menü zurückzukehren.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>La scheda di gioco è stata rimossa.
Premi  per tornare al menu HOME.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Se ha extraído la tarjeta de juego.
Pulsa  para volver al menú HOME.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Oyun Kartı çıkarıldı.
HOME Menüsüne dönmek için  düğmesine bas."
,amiibo_sys_err_10,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Er is een update nodig voor de NFC-lezer/-schrijver.
Wil je de update nu uitvoeren?<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Nee<0E:0006:0000:2000><0E:0004:0001:>Ja<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>The NFC Reader/Writer requires an update.<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Quit<0E:0006:0000:2000><0E:0004:0001:>Update<0E:0000:0001:0800><0E:0002:0000:0A00><0E:0000:0001:FFFF>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Une mise à jour est requise pour le
lecteur/enregistreur NFC Nintendo 3DS.
<0E:0004:0001:>Annuler<0E:0006:0000:2000><0E:0004:0001:>Mettre à jour <0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Ein Update des NFC-Lese-/Schreibgeräts ist notwendig.
<0E:0004:0001:>Beenden.<0E:0006:0000:2000><0E:0004:0001:>Update.<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>È necessario aggiornare il lettore/scrittore NFC.
<0E:0004:0001:>Esci   <0E:0004:0001:>Aggiorna<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Es necesario actualizar el lector/grabador de NFC.
¿Quieres hacerlo ahora?
<0E:0004:0001:>No      <0E:0004:0001:>Sí <0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>NFC Okuyucu/Yazıcının güncellenmesi gerekiyor.<0E:0002:0000:0A00>
<0E:0005:0000:><0E:0001:0001:><0E:0004:0001:>Çık<0E:0006:0000:2000><0E:0004:0001:>Güncelle<0E:0000:0001:0800><0E:0002:0000:0A00><0E:0000:0001:FFFF>"
,amiibo_sys_err_11,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Bezig de amiibo-gegevens te herstellen...
Blijf de amiibo tegen de <0E:0000:0003:4ED4FFFF>NFC-sensor <0E:0000:0003:E6E6E6FF>aan houden.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Restoring amiibo data...
Please keep holding the amiibo to the <0E:0000:0003:4ED4FFFF>NFC area<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Restauration des données de l'amiibo...
Maintenez l'amiibo sur la <0E:0000:0003:4ED4FFFF>zone NFC<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>amiibo-Daten werden wiederhergestellt...
Bitte entferne das amiibo nicht vom <0E:0000:0003:4ED4FFFF>NFC-Feld<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Recupero dei dati dell'amiibo in corso...
Tieni l'amiibo a contatto con l'<0E:0000:0003:4ED4FFFF>area NFC<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Restaurando los datos del amiibo...
Mantén el amiibo sobre el <0E:0000:0003:4ED4FFFF>área NFC<0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>amiibo verileri geri yükleniyor...
Lütfen amiibo'yu <0E:0000:0003:4ED4FFFF>NFC alanında<0E:0000:0003:E6E6E6FF> tutmaya devam et."
,amiibo_sys_err_12,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Het herstellen van de amiibo-gegevens is mislukt.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Failed to restore amiibo data.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>La restauration des données de l'amiibo a échoué.<0E:0002:0001:>,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Die amiibo-Daten konnten nicht wiederhergestellt
werden.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Il recupero dei dati di questo amiibo
non è riuscito.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>No se han podido restaurar
los datos del amiibo.<0E:0002:0001:>",<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>amiibo verileri geri yüklenemedi.<0E:0002:0001:>
,amiibo_sys_err_13,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>De amiibo-gegevens zijn hersteld.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Successfully restored amiibo data.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Les données de l'amiibo ont pu être restaurées.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Die amiibo-Daten wurden wiederhergestellt.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>I dati di questo amiibo sono stati recuperati.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Se han restaurado los datos del amiibo.<0E:0002:0001:>,<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>amiibo verileri başarıyla geri yüklendi.<0E:0002:0001:>
,amiibo_sys_err_14,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Op deze amiibo staat geen eigenaar of naam
ingesteld. Stel een eigenaar en een naam in.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>This amiibo does not have an owner
or nickname registered to it.
Please register an owner and nickname.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Avant d'utiliser un amiibo, vous devez
lui attribuer un propriétaire et un surnom.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Für dieses amiibo wurde noch kein Besitzer
und kein Spitzname registriert.
Bitte lege einen Besitzer und einen Spitznamen fest.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>I dati relativi al proprietario e al nickname
non sono registrati su questo amiibo.
Registra un proprietario e un nickname.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Aún no se han registrado el apodo
ni el propietario de este amiibo.
Regístralos para continuar.","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Bu amiibo için bir sahip
veya takma ad kaydedilmemiş.
Lütfen bir sahip ve takma ad kaydet."
,KMsg_amiibo_entry_s03,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Je kunt de amiibo van een personage maximaal twee
keer registreren. De amiibo van dit personage is al
twee keer geregistreerd.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>You can only register the same character's
amiibo two times. This character's amiibo
has already been registered twice.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Vous avez déjà enregistré deux amiibo du même
personnage et ne pouvez pas en enregistrer
davantage.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Du kannst ein amiibo desselben Charakters nur
zweimal registrieren.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Puoi registrare al massimo due amiibo per lo
stesso personaggio. Per questo personaggio
hai già registrato due amiibo.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Cada amiibo se puede registrar dos veces
como máximo, y ya has registrado dos veces
el de este personaje. <0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Aynı karaktere ait amiibo en fazla
iki kez kaydedilebilir. Bu karakterin amiibo'su
zaten iki kez kaydedilmiş.<0E:0002:0001:>"
,KMsg_amiibo_entry_s04,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Wil je de eigenaar en naam registreren?
<0E:0001:0001:><0E:0004:0001:>Niet registreren<0E:0006:0000:2000><0E:0004:0001:>Registreren<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Register owner and nickname?
<0E:0001:0001:><0E:0004:0001:>Don't register<0E:0006:0000:2000><0E:0004:0001:>Register<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Enregistrer le propriétaire et le surnom ?
<0E:0001:0001:><0E:0004:0001:>Non<0E:0006:0000:2000><0E:0004:0001:>Oui<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Besitzer und Spitznamen registrieren?
<0E:0001:0001:><0E:0004:0001:>Nein.<0E:0006:0000:2000><0E:0004:0001:>Ja.<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Vuoi registrare il proprietario e il nickname?
<0E:0004:0001:>Non registrare<0E:0006:0000:2000><0E:0004:0001:>Registra<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>¿Quieres registrar el propietario y el apodo?
<0E:0001:0001:><0E:0004:0001:>No<0E:0006:0000:2000><0E:0004:0001:>Sí<0E:0002:0000:0A00>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Sahip ve takma ad kaydedilsin mi?
<0E:0001:0001:><0E:0004:0001:>Kaydetme<0E:0006:0000:2000><0E:0004:0001:>Kaydet<0E:0002:0000:0A00>"
,amiibo_sys_err_16,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Er is een fout opgetreden bij de
infraroodcommunicatie. Zet je
Nintendo 3DS-systeem uit en probeer het opnieuw.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Kijk op support.nintendo.com als dit probleem
zich blijft voordoen.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>An IR communication error has occurred.
Please turn your Nintendo 3DS system
off and try again.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>If this problem persists, please refer to the Nintendo
Support website.
support.nintendo.com<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Une erreur de communication infrarouge est survenue.
Éteignez la console, puis réessayez.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Si le problème persiste, consultez le site
support.nintendo.com.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Fehler bei der Datenübertragung.
Schalte das System aus und versuche es erneut.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Bleibt das Problem bestehen, besuche bitte
support.nintendo.com, um weitere Hilfe zu erhalten.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Si è verificato un errore durante
la comunicazione a infrarossi.
Spegni la console e riprova.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Se il problema persiste, visita il sito
support.nintendo.com<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Error de conexión por infrarrojos.
Reinicia la consola y vuelve a intentarlo.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Si el problema no se soluciona,
visita support.nintendo.com.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:>Kızılötesi iletişim hatası oluştu.
Lütfen Nintendo 3DS sistemini
kapatıp yeniden dene.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Sorun devam ederse Nintendo Destek
web sitesine başvur.
support.nintendo.com<0E:0002:0001:>"
,amiibo_sys_err_17,"<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Er is een communicatiefout opgetreden
met de NFC-lezer/-schrijver.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Zet de NFC-lezer/-schrijver uit en
weer aan en probeer het opnieuw.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Bezoek support.nintendo.com als dit
probleem zich blijft voordoen.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Communication with the NFC Reader/Writer
has failed.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Please reset the power on the
NFC Reader/Writer and try again.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>If this problem persists, please refer to the Nintendo
Support website.
support.nintendo.com<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>La communication avec
le lecteur/enregistreur NFC a échoué.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Éteignez-le, puis réessayez.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Si le problème persiste, consultez
le site support.nintendo.com.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Fehler des NFC-Lese-/Schreibgeräts.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Schalte das Gerät aus und versuche es später erneut.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Bleibt das Problem bestehen, besuche bitte
support.nintendo.com, um weitere Hilfe zu erhalten.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Si è verificato un errore durante la comunicazione
con il lettore/scrittore NFC.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Spegni il lettore/scrittore NFC, riaccendilo e riprova.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Se il problema persiste, visita il sito
support.nintendo.com<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Error de comunicación con el lector/grabador de NFC.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Reinícialo y vuelve a intentarlo.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Si el problema no se soluciona,
visita support.nintendo.com.<0E:0002:0001:>","<0E:0009:0000:0C00><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>NFC Okuyucu/Yazıcıyla
iletişim kurulamadı.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:><0E:0001:0004:>Lütfen NFC Okuyucu/Yazıcıyı kapatıp
aç ve yeniden dene.<0E:0002:0001:><0E:0000:0004:><0E:0005:0000:><0E:0001:0001:>Sorun devam ederse Nintendo Destek
web sitesine başvur.
support.nintendo.com<0E:0002:0001:>"
